"Age","Athlete","Gold","Date","Date (String)","Country"
"31","Brigitte Yagüe","false","2012-08-12","2012-08-12","Spain"
"25","Lucija Zaninovic","false","2012-08-12","2012-08-12","Croatia"
"24","Arman Chilmanov","false","2008-08-24","2008-08-24","Kazakhstan"
"26","Chu Mu-Yen","false","2008-08-24","2008-08-24","Chinese Taipei"
"24","Chika Chukwumerije","false","2008-08-24","2008-08-24","Nigeria"
"24","Dalia Contreras","false","2008-08-24","2008-08-24","Venezuela"
"25","Gwladys Epangue","false","2008-08-24","2008-08-24","France"
"20","María Espinoza","true","2008-08-24","2008-08-24","Mexico"
"24","Natália Falavigna","false","2008-08-24","2008-08-24","Brazil"
"22","Hwang Gyeong-Seon","true","2008-08-24","2008-08-24","South Korea"
"22","Im Su-Jeong","true","2008-08-24","2008-08-24","South Korea"
"21","Ja Dong-Min","true","2008-08-24","2008-08-24","South Korea"
"24","Diana Lopez","false","2008-08-24","2008-08-24","United States"
"26","Mark Lopez","false","2008-08-24","2008-08-24","United States"
"29","Steven Lopez","false","2008-08-24","2008-08-24","United States"
"28","Yulis Mercedes","false","2008-08-24","2008-08-24","Dominican Republic"
"23","Daynellis Montejo","false","2008-08-24","2008-08-24","Cuba"
"28","Alexandros Nikolaidis","false","2008-08-24","2008-08-24","Greece"
"21","Rohullah Nikpai","false","2008-08-24","2008-08-24","Afghanistan"
"28","Guillermo Pérez","true","2008-08-24","2008-08-24","Mexico"
"17","Buttree Puedpong","false","2008-08-24","2008-08-24","Thailand"
"32","Hadi Saei","true","2008-08-24","2008-08-24","Iran"
"24","Sandra Šaric","false","2008-08-24","2008-08-24","Croatia"
"25","Mauro Sarmiento","false","2008-08-24","2008-08-24","Italy"
"23","Karine Sergerie","false","2008-08-24","2008-08-24","Canada"
"29","Nina Solheim","false","2008-08-24","2008-08-24","Norway"
"20","Son Tae-Jin","true","2008-08-24","2008-08-24","South Korea"
"25","Sarah Stevenson","false","2008-08-24","2008-08-24","Great Britain"
"26","Sung Yu-Chi","false","2008-08-24","2008-08-24","Chinese Taipei"
"22","Azize Tanrikulu","false","2008-08-24","2008-08-24","Turkey"
"19","Servet Tazegül","false","2008-08-24","2008-08-24","Turkey"
"21","Wu Jingyu","true","2008-08-24","2008-08-24","China"
"23","Zhu Guo","false","2008-08-24","2008-08-24","China"
"19","Martina Zubcic","false","2008-08-24","2008-08-24","Croatia"
"20","Nia Abdallah","false","2004-08-29","2004-08-29","United States"
"23","Myriam Baverel","false","2004-08-29","2004-08-29","France"
"19","Yaowapa Boorapolchai","false","2004-08-29","2004-08-29","Thailand"
"30","Adriana Carmona","false","2004-08-29","2004-08-29","Venezuela"
"25","Chen Shih-Hsien","true","2004-08-29","2004-08-29","Chinese Taipei"
"21","Chen Zhong","true","2004-08-29","2004-08-29","China"
"22","Chu Mu-Yen","true","2004-08-29","2004-08-29","Chinese Taipei"
"31","Pascal Gentil","false","2004-08-29","2004-08-29","France"
"27","Huang Chih-Hsiung","false","2004-08-29","2004-08-29","Chinese Taipei"
"18","Hwang Gyeong-Seon","false","2004-08-29","2004-08-29","South Korea"
"24","Jang Ji-Won","true","2004-08-29","2004-08-29","South Korea"
"21","Youssef Karami","false","2004-08-29","2004-08-29","Iran"
"22","Yanely Labrada","false","2004-08-29","2004-08-29","Cuba"
"25","Steven Lopez","true","2004-08-29","2004-08-29","United States"
"21","Luo Wei","true","2004-08-29","2004-08-29","China"
"27","Mun Dae-Seong","true","2004-08-29","2004-08-29","South Korea"
"27","Elli Mystakidou","false","2004-08-29","2004-08-29","Greece"
"24","Alexandros Nikolaidis","false","2004-08-29","2004-08-29","Greece"
"28","Hadi Saei","true","2004-08-29","2004-08-29","Iran"
"22","Tamer Salah","false","2004-08-29","2004-08-29","Egypt"
"22","Iridia Salazar","false","2004-08-29","2004-08-29","Mexico"
"26","Óscar Salazar","false","2004-08-29","2004-08-29","Mexico"
"20","Song Myeong-Seop","false","2004-08-29","2004-08-29","South Korea"
"24","Bahri Tanrikulu","false","2004-08-29","2004-08-29","Turkey"
"22","Hamide Bikçin","false","2000-10-01","2000-10-01","Turkey"
"22","Dominique Bosshart","false","2000-10-01","2000-10-01","Canada"
"26","Lauren Burns","true","2000-10-01","2000-10-01","Australia"
"17","Chen Zhong","true","2000-10-01","2000-10-01","China"
"17","Chi Shu-Ju","false","2000-10-01","2000-10-01","Chinese Taipei"
"29","Faissal Ebnoutalib","false","2000-10-01","2000-10-01","Germany"
"27","Gabriel Esparza","false","2000-10-01","2000-10-01","Spain"
"28","Víctor Estrada","false","2000-10-01","2000-10-01","Mexico"
"27","Pascal Gentil","false","2000-10-01","2000-10-01","France"
"23","Trude Gundersen","false","2000-10-01","2000-10-01","Norway"
"23","Huang Chih-Hsiung","false","2000-10-01","2000-10-01","Chinese Taipei"
"29","Nataliya Ivanova","false","2000-10-01","2000-10-01","Russia"
"20","Jung Jae-Eun","true","2000-10-01","2000-10-01","South Korea"
"25","Kim Gyeong-Hun","true","2000-10-01","2000-10-01","South Korea"
"21","Lee Seon-Hui","true","2000-10-01","2000-10-01","South Korea"
"21","Steven Lopez","true","2000-10-01","2000-10-01","United States"
"23","Ángel Matos","true","2000-10-01","2000-10-01","Cuba"
"28","Urbia Meléndez","false","2000-10-01","2000-10-01","Cuba"
"20","Mikhail Mouroutsos","true","2000-10-01","2000-10-01","Greece"
"29","Yoriko Okamoto","false","2000-10-01","2000-10-01","Japan"
"24","Hadi Saei","false","2000-10-01","2000-10-01","Iran"
"20","Sin Jun-Sik","false","2000-10-01","2000-10-01","South Korea"
"26","Tr?n Hi?u Ngân","false","2000-10-01","2000-10-01","Vietnam"
"23","Daniel Trenton","false","2000-10-01","2000-10-01","Australia"
"30","Julien Benneteau","false","2012-08-12","2012-08-12","France"
"34","Bob Bryan","true","2012-08-12","2012-08-12","United States"
"23","Juan Martín del Potro","false","2012-08-12","2012-08-12","Argentina"
"30","Roger Federer","false","2012-08-12","2012-08-12","Switzerland"
"26","Richard Gasquet","false","2012-08-12","2012-08-12","France"
"25","Andrea Hlavácková","false","2012-08-12","2012-08-12","Czech Republic"
"27","Lucie Hradecká","false","2012-08-12","2012-08-12","Czech Republic"
"25","Mariya Kirilenko","false","2012-08-12","2012-08-12","Russia"
"32","Michaël Llodra","false","2012-08-12","2012-08-12","France"
"35","Max Mirnyi","true","2012-08-12","2012-08-12","Belarus"
"30","Nadiya Petrova","false","2012-08-12","2012-08-12","Russia"
"38","Lisa Raymond","false","2012-08-12","2012-08-12","United States"
"18","Laura Robson","false","2012-08-12","2012-08-12","Great Britain"
"25","Mariya Sharapova","false","2012-08-12","2012-08-12","Russia"
"27","Jo-Wilfried Tsonga","false","2012-08-12","2012-08-12","France"
"32","Venus Williams","true","2012-08-12","2012-08-12","United States"
"34","Simon Aspelin","false","2008-08-24","2008-08-24","Sweden"
"30","Bob Bryan","false","2008-08-24","2008-08-24","United States"
"30","Mike Bryan","false","2008-08-24","2008-08-24","United States"
"26","Yelena Dementyeva","true","2008-08-24","2008-08-24","Russia"
"27","Roger Federer","true","2008-08-24","2008-08-24","Switzerland"
"28","Fernando González","false","2008-08-24","2008-08-24","Chile"
"33","Thomas Johansson","false","2008-08-24","2008-08-24","Sweden"
"26","Anabel Medina","false","2008-08-24","2008-08-24","Spain"
"22","Rafael Nadal","true","2008-08-24","2008-08-24","Spain"
"34","Vivi Ruano","false","2008-08-24","2008-08-24","Spain"
"22","Dinara Safina","false","2008-08-24","2008-08-24","Russia"
"23","Stanislas Wawrinka","true","2008-08-24","2008-08-24","Switzerland"
"26","Serena Williams","true","2008-08-24","2008-08-24","United States"
"28","Venus Williams","true","2008-08-24","2008-08-24","United States"
"23","Yan Zi","false","2008-08-24","2008-08-24","China"
"25","Zheng Jie","false","2008-08-24","2008-08-24","China"
"23","Vera Zvonaryova","false","2008-08-24","2008-08-24","Russia"
"21","Novak Ðokovic","false","2008-08-24","2008-08-24","Serbia"
"20","Mario Ancic","false","2004-08-29","2004-08-29","Croatia"
"22","Mardy Fish","false","2004-08-29","2004-08-29","United States"
"22","Justine Henin-Hardenne","true","2004-08-29","2004-08-29","Belgium"
"27","Nicolas Kiefer","false","2004-08-29","2004-08-29","Germany"
"24","Li Ting","true","2004-08-29","2004-08-29","China"
"25","Ivan Ljubicic","false","2004-08-29","2004-08-29","Croatia"
"32","Conchita Martínez","false","2004-08-29","2004-08-29","Spain"
"25","Amélie Mauresmo","false","2004-08-29","2004-08-29","France"
"23","Alicia Molik","false","2004-08-29","2004-08-29","Australia"
"30","Vivi Ruano","false","2004-08-29","2004-08-29","Spain"
"28","Rainer Schüttler","false","2004-08-29","2004-08-29","Germany"
"28","Paola Suárez","false","2004-08-29","2004-08-29","Argentina"
"22","Sun Tiantian","true","2004-08-29","2004-08-29","China"
"36","Patricia Tarabini","false","2004-08-29","2004-08-29","Argentina"
"26","Kristie Boogert","false","2000-10-01","2000-10-01","Netherlands"
"30","Els Callens","false","2000-10-01","2000-10-01","Belgium"
"26","Alex Corretja","false","2000-10-01","2000-10-01","Spain"
"25","Albert Costa","false","2000-10-01","2000-10-01","Spain"
"18","Yelena Dementyeva","false","2000-10-01","2000-10-01","Russia"
"21","Arnaud Di Pasquale","false","2000-10-01","2000-10-01","France"
"22","Tommy Haas","false","2000-10-01","2000-10-01","Germany"
"26","Yevgeny Kafelnikov","true","2000-10-01","2000-10-01","Russia"
"27","Sébastien Lareau","true","2000-10-01","2000-10-01","Canada"
"28","Daniel Nestor","true","2000-10-01","2000-10-01","Canada"
"28","Miriam Oremans","false","2000-10-01","2000-10-01","Netherlands"
"26","Monica Seles","false","2000-10-01","2000-10-01","United States"
"27","Dominique Van Roost","false","2000-10-01","2000-10-01","Belgium"
"18","Serena Williams","true","2000-10-01","2000-10-01","United States"
"29","Todd Woodbridge","false","2000-10-01","2000-10-01","Australia"
"34","Mark Woodforde","false","2000-10-01","2000-10-01","Australia"
"21","Clara Basiana","false","2012-08-12","2012-08-12","Spain"
"26","Alba Cabello","false","2012-08-12","2012-08-12","Spain"
"25","Chang Si","false","2012-08-12","2012-08-12","China"
"20","Chen Xiaojun","false","2012-08-12","2012-08-12","China"
"21","Margalida Crespi","false","2012-08-12","2012-08-12","Spain"
"29","Anastasiya Davydova","true","2012-08-12","2012-08-12","Russia"
"28","Mariya Gromova","true","2012-08-12","2012-08-12","Russia"
"29","Thais Henríquez","false","2012-08-12","2012-08-12","Spain"
"25","Jiang Tingting","false","2012-08-12","2012-08-12","China"
"25","Jiang Wenwen","false","2012-08-12","2012-08-12","China"
"31","Elvira Khasyanova","true","2012-08-12","2012-08-12","Russia"
"22","Paula Klamburg","false","2012-08-12","2012-08-12","Spain"
"23","Darya Korobova","true","2012-08-12","2012-08-12","Russia"
"24","Luo Xi","false","2012-08-12","2012-08-12","China"
"20","Irene Montrucchio","false","2012-08-12","2012-08-12","Spain"
"23","Aleksandra Patskevich","true","2012-08-12","2012-08-12","Russia"
"19","Laia Pons","false","2012-08-12","2012-08-12","Spain"
"23","Alla Shishkina","true","2012-08-12","2012-08-12","Russia"
"22","Sun Wenyan","false","2012-08-12","2012-08-12","China"
"23","Anzhelika Timanina","true","2012-08-12","2012-08-12","Russia"
"26","Wu Yiwen","false","2012-08-12","2012-08-12","China"
"22","Alba Cabello","false","2008-08-24","2008-08-24","Spain"
"27","Raquel Corral","false","2008-08-24","2008-08-24","Spain"
"24","Mariya Gromova","true","2008-08-24","2008-08-24","Russia"
"27","Gu Beibei","false","2008-08-24","2008-08-24","China"
"25","Saho Harada","false","2008-08-24","2008-08-24","Japan"
"25","Thais Henríquez","false","2008-08-24","2008-08-24","Spain"
"18","Huang Xuechen","false","2008-08-24","2008-08-24","China"
"22","Nataliya Ishchenko","true","2008-08-24","2008-08-24","Russia"
"21","Jiang Tingting","false","2008-08-24","2008-08-24","China"
"21","Jiang Wenwen","false","2008-08-24","2008-08-24","China"
"27","Elvira Khasyanova","true","2008-08-24","2008-08-24","Russia"
"22","Olga Kuzhela","true","2008-08-24","2008-08-24","Russia"
"21","Liu Ou","false","2008-08-24","2008-08-24","China"
"20","Laura López","false","2008-08-24","2008-08-24","Spain"
"20","Luo Xi","false","2008-08-24","2008-08-24","China"
"26","Yelena Ovchinnikova","true","2008-08-24","2008-08-24","Russia"
"30","Irina Rodríguez","false","2008-08-24","2008-08-24","Spain"
"18","Svetlana Romashina","true","2008-08-24","2008-08-24","Russia"
"25","Anna Shorina","true","2008-08-24","2008-08-24","Russia"
"22","Sun Qiuting","false","2008-08-24","2008-08-24","China"
"26","Emiko Suzuki","false","2008-08-24","2008-08-24","Japan"
"28","Paola Tirados","false","2008-08-24","2008-08-24","Spain"
"24","Wang Na","false","2008-08-24","2008-08-24","China"
"28","Zhang Xiaohuan","false","2008-08-24","2008-08-24","China"
"31","Yelena Azarova","true","2004-08-29","2004-08-29","Russia"
"25","Olga Brusnikina","true","2004-08-29","2004-08-29","Russia"
"27","Tammy Crow","false","2004-08-29","2004-08-29","United States"
"21","Erin Dobratz","false","2004-08-29","2004-08-29","United States"
"25","Michiyo Fujimaru","false","2004-08-29","2004-08-29","Japan"
"20","Mariya Gromova","true","2004-08-29","2004-08-29","Russia"
"21","Saho Harada","false","2004-08-29","2004-08-29","Japan"
"29","Rebecca Jasontek","false","2004-08-29","2004-08-29","United States"
"23","Naoko Kawashima","false","2004-08-29","2004-08-29","Japan"
"23","Elvira Khasyanova","true","2004-08-29","2004-08-29","Russia"
"29","Mariya Kiselyova","true","2004-08-29","2004-08-29","Russia"
"22","Kanako Kitao","false","2004-08-29","2004-08-29","Japan"
"20","Sara Lowe","false","2004-08-29","2004-08-29","United States"
"24","Lauren McFall","false","2004-08-29","2004-08-29","United States"
"19","Stephanie Nesbitt","false","2004-08-29","2004-08-29","United States"
"29","Olga Novokshchenova","true","2004-08-29","2004-08-29","Russia"
"22","Anna Shorina","true","2004-08-29","2004-08-29","Russia"
"22","Emiko Suzuki","false","2004-08-29","2004-08-29","Japan"
"24","Juri Tatsumi","false","2004-08-29","2004-08-29","Japan"
"28","Yoko Yoneda","false","2004-08-29","2004-08-29","Japan"
"22","Kendra Zanotto","false","2004-08-29","2004-08-29","United States"
"25","Yelena Antonova","true","2000-10-01","2000-10-01","Russia"
"27","Yelena Azarova","true","2000-10-01","2000-10-01","Russia"
"22","Lyne Beaumont","false","2000-10-01","2000-10-01","Canada"
"23","Claire Carver-Dias","false","2000-10-01","2000-10-01","Canada"
"21","Erin Chan","false","2000-10-01","2000-10-01","Canada"
"21","Virginie Dedieu","false","2000-10-01","2000-10-01","France"
"20","Ayano Egami","false","2000-10-01","2000-10-01","Japan"
"26","Raika Fujii","false","2000-10-01","2000-10-01","Japan"
"22","Catherine Garceau","false","2000-10-01","2000-10-01","Canada"
"22","Yoko Isoda","false","2000-10-01","2000-10-01","Japan"
"26","Rei Jimbo","false","2000-10-01","2000-10-01","Japan"
"21","Fanny Létourneau","false","2000-10-01","2000-10-01","Canada"
"25","Myriam Lignot","false","2000-10-01","2000-10-01","France"
"26","Kirstin Normand","false","2000-10-01","2000-10-01","Canada"
"25","Olga Novokshchenova","true","2000-10-01","2000-10-01","Russia"
"18","Yelena Soya","true","2000-10-01","2000-10-01","Russia"
"23","Jacinthe Taillon","false","2000-10-01","2000-10-01","Canada"
"22","Reidun Tatham","false","2000-10-01","2000-10-01","Canada"
"21","Juri Tatsumi","false","2000-10-01","2000-10-01","Japan"
"22","Yuliya Vasilyeva","true","2000-10-01","2000-10-01","Russia"
"20","Olga Vasyukova","true","2000-10-01","2000-10-01","Russia"
"24","Yoko Yoneda","false","2000-10-01","2000-10-01","Japan"
"21","Yuko Yoneda","false","2000-10-01","2000-10-01","Japan"
"21","Alyssa Anderson","true","2012-08-12","2012-08-12","United States"
"20","Haley Anderson","false","2012-08-12","2012-08-12","United States"
"22","Angie Bainbridge","false","2012-08-12","2012-08-12","Australia"
"25","Coralie Balmy","false","2012-08-12","2012-08-12","France"
"29","Alain Bernard","true","2012-08-12","2012-08-12","France"
"17","Charlotte Bonnet","false","2012-08-12","2012-08-12","France"
"18","Rachel Bootsma","true","2012-08-12","2012-08-12","United States"
"20","Cate Campbell","true","2012-08-12","2012-08-12","Australia"
"25","César Cielo Filho","false","2012-08-12","2012-08-12","Brazil"
"23","Tyler Clary","true","2012-08-12","2012-08-12","United States"
"23","Ryan Cochrane","false","2012-08-12","2012-08-12","Canada"
"29","Natalie Coughlin","false","2012-08-12","2012-08-12","United States"
"26","László Cseh Jr.","false","2012-08-12","2012-08-12","Hungary"
"21","Tommaso D'Orsogna","false","2012-08-12","2012-08-12","Australia"
"20","Dai Jun","false","2012-08-12","2012-08-12","China"
"26","Inge Dekker","false","2012-08-12","2012-08-12","Netherlands"
"23","Claire Donahue","true","2012-08-12","2012-08-12","United States"
"23","Conor Dwyer","true","2012-08-12","2012-08-12","United States"
"21","Ophélie Etienne","false","2012-08-12","2012-08-12","France"
"21","Blair Evans","false","2012-08-12","2012-08-12","Australia"
"21","Margaux Farrell","false","2012-08-12","2012-08-12","France"
"22","Jimmy Feigen","false","2012-08-12","2012-08-12","United States"
"23","Sergey Fesikov","false","2012-08-12","2012-08-12","Russia"
"27","Takuro Fujii","false","2012-08-12","2012-08-12","Japan"
"28","Fabien Gilot","true","2012-08-12","2012-08-12","France"
"24","Andrey Grechin","false","2012-08-12","2012-08-12","Russia"
"23","Martina Grimaldi","false","2012-08-12","2012-08-12","Italy"
